name,numpy
"ma.masked_equal","numpy.ma.masked_equal"
"ma.masked_greater","numpy.ma.masked_greater"
"ma.masked_greater_equal","numpy.ma.masked_greater_equal"
"ma.masked_inside","numpy.ma.masked_inside"
"ma.masked_invalid","numpy.ma.masked_invalid"
"ma.masked_less","numpy.ma.masked_less"
"ma.masked_less_equal","numpy.ma.masked_less_equal"
"ma.masked_not_equal","numpy.ma.masked_not_equal"
"ma.masked_outside","numpy.ma.masked_outside"
"ma.masked_values","numpy.ma.masked_values"
"ma.masked_where","numpy.ma.masked_where"
"ma.set_fill_value","numpy.ma.set_fill_value"
"map_blocks",""
"map_overlap",""
"matmul","numpy.matmul"
"max","numpy.amax"
"maximum","numpy.maximum"
"mean","numpy.mean"
"median","numpy.median"
"meshgrid","numpy.meshgrid"
"min","numpy.amin"
"minimum","numpy.minimum"
"mod","numpy.mod"
"modf","numpy.modf"
"moment","numpy.nonzero"
"moveaxis","numpy.moveaxis"
"multiply","numpy.multiply"
"nan_to_num","numpy.nan_to_num"
"nanargmax","numpy.nanargmax"
"nanargmin","numpy.nanargmin"
"nancumprod","numpy.nancumprod"
"nancumsum","numpy.nancumsum"
"nanmax","numpy.nanmax"
"nanmean","numpy.nanmean"
"nanmedian","numpy.nanmedian"
"nanmin","numpy.nanmin"
"nanprod","numpy.nanprod"
"nanstd","numpy.nanstd"
"nansum","numpy.nansum"
"nanvar","numpy.nanvar"
"negative","numpy.negative"
"nextafter","numpy.nextafter"
"nonzero","numpy.nonzero"
"normalize_chunks",""
"not_equal","numpy.not_equal"
"notnull",""
"ones","numpy.ones"
"ones_like","numpy.ones_like"
"outer","numpy.outer"
"overlap.map_overlap",""
"overlap.overlap",""
"overlap.trim_internal",""
"overlap.trim_overlap",""
"pad","numpy.pad"
"percentile","numpy.percentile"
"piecewise","numpy.piecewise"
"power","numpy.power"
"prod","numpy.prod"
"ptp","numpy.ptp"
"rad2deg","numpy.rad2deg"
"radians","numpy.radians"
"random.beta","numpy.random.beta"
"random.binomial","numpy.random.binomial"
"random.chisquare","numpy.random.chisquare"
"random.choice","numpy.random.choice"
"random.exponential","numpy.random.exponential"
"random.f","numpy.random.f"
"random.gamma","numpy.random.gamma"
"random.geometric","numpy.random.geometric"
"random.gumbel","numpy.random.gumbel"
"random.hypergeometric","numpy.random.hypergeometric"
"random.laplace","numpy.random.laplace"
"random.logistic","numpy.random.logistic"
"random.lognormal","numpy.random.lognormal"
"random.logseries","numpy.random.logseries"
"random.negative_binomial","numpy.random.negative_binomial"
"random.noncentral_chisquare","numpy.random.noncentral_chisquare"
"random.noncentral_f","numpy.random.noncentral_f"
"random.normal","numpy.random.normal"
"random.pareto","numpy.random.pareto"
"random.poisson","numpy.random.poisson"
"random.power","numpy.random.power"
"random.randint","numpy.random.randint"
"random.random","numpy.random.random"
"random.random_sample","numpy.random.random_sample"
"random.rayleigh","numpy.random.rayleigh"
"random.standard_cauchy","numpy.random.standard_cauchy"
"random.standard_exponential","numpy.random.standard_exponential"
"random.standard_gamma","numpy.random.standard_gamma"
"random.standard_normal","numpy.random.standard_normal"
"random.standard_t","numpy.random.standard_t"
"random.triangular","numpy.random.triangular"
"random.uniform","numpy.random.uniform"
"random.vonmises","numpy.random.vonmises"
"random.wald","numpy.random.wald"
"random.weibull","numpy.random.weibull"
"random.zipf","numpy.random.zipf"
"ravel","numpy.ravel"
"real","numpy.real"
"rechunk",""
"reciprocal","numpy.reciprocal"
"reduction",""
"register_chunk_type",""
"remainder","numpy.remainder"
"repeat","numpy.repeat"
"reshape","numpy.reshape"
"result_type","numpy.result_type"
"rint","numpy.rint"
"roll","numpy.roll"
"rollaxis","numpy.rollaxis"
"rot90",""
"round","numpy.round_"
"sign","numpy.sign"
"signbit","numpy.signbit"
"sin","numpy.sin"
"sinc","numpy.sinc"
"sinh","numpy.sinh"
"sqrt","numpy.sqrt"
"square","numpy.square"
"squeeze","numpy.squeeze"
"stack","numpy.stack"
"stats.chisquare",""
"stats.f_oneway",""
"stats.kurtosis",""
"stats.kurtosistest",""
"stats.moment",""
"stats.normaltest",""
"stats.power_divergence",""
"stats.skew",""
"stats.skewtest",""
"stats.ttest_1samp",""
"stats.ttest_ind",""
"stats.ttest_rel",""
"std","numpy.std"
"store",""
"subtract","numpy.subtract"
"sum","numpy.sum"
"take","numpy.take"
"tan","numpy.tan"
"tanh","numpy.tanh"
"tensordot","numpy.tensordot"
"tile","numpy.tile"
"to_hdf5",""
"to_npy_stack",""
"to_tiledb",""
"to_zarr",""
"topk",""
"transpose","numpy.transpose"
"tril","numpy.tril"
"triu","numpy.triu"
"true_divide","numpy.true_divide"
"trunc","numpy.trunc"
"unique","numpy.unique"
"unravel_index","numpy.unravel_index"
"var","numpy.var"
"vdot","numpy.vdot"
"vstack","numpy.vstack"
"where","numpy.where"
"zeros","numpy.zeros"
"zeros_like","numpy.zeros_like"
